id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
NkkIn25Vs-M,2023-08-09,Centar - Stari grad ID#53787,03.08.2023,09.08.2023,40,1200,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 40 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 8,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Gundulicev venac"
NkTPMWw5igx,2023-08-09,Centar - Beograd na vodi BW ID#53292,03.08.2023,09.08.2023,58,1500,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 58 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 16,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
NkMlBK8KxOc,2023-08-09,Centar - Djeram ID#53322,03.08.2023,09.08.2023,52,800,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 52 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 3 Ukupan brој spratova: 6,could not find,"Srbija, Grad Beograd, Beograd, Djeram pijaca, Jedrenska"
NkAOkl9t6Fd,2023-08-09,Novi Beograd - Hotel jugoslavija ID#53361,03.08.2023,09.08.2023,67,650,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 67 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 4,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 9a (Dom Zdravlja), Bulevar Nikole Tesle"
NkVQvLqJHDy,2023-08-09,Novi Beograd - Stari merkator ID#53374,03.08.2023,09.08.2023,60,1200,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 9,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 11c (Stari Merkator), Dzona Kenedija"
Nk2peTS-Y07,2023-08-09,Novi Beograd - Blok 23 ID#53409,03.08.2023,09.08.2023,50,750,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 23, Antifasisticke Borbe"
NkHV9LNIECY,2023-08-09,Novi Beograd - Blok 22 ID#53446,03.08.2023,09.08.2023,52,700,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 52 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 22, Antifasisticke borbe"
Nkr17LlB-jc,2023-08-09,Novi Beograd - Blok 63 novogradnja ID#53421,03.08.2023,09.08.2023,64,500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 64 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 63, Gandijeva"
NkQEhphybQr,2023-08-09,Centar - Vracar juzni bulevar ID#53453,03.08.2023,09.08.2023,65,1400,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Ukupan brој spratova: 4,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Juzni bulevar, Gospodara Vucica"
NkZfHAzWcnc,2023-08-09,Novi Beograd - Blok 45 ID#53491,03.08.2023,09.08.2023,60,900,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 13,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 45 (TC Enjub), Jurija Gagarina"
NkV4Ev7NWfH,2023-08-09,Centar - Vracar ID#53366,03.08.2023,09.08.2023,48,1000,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 48 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Vracar (Centar), Maksima Gorkog"
Nk2Rd6u3B3P,2023-08-09,Novi Beograd - Novi merkator ID#53492,03.08.2023,09.08.2023,60,900,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 8,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 31 (Merkator), Bulevar Zorana Djindjica"
NkUKsqvtkBC,2023-08-09,Centar - Stari grad ID#53519,03.08.2023,08.08.2023,38,700,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 38 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 6,could not find,"Srbija, Grad Beograd, Beograd, Stari Grad, Knez Miletina"
NkUOP1yAgev,2023-08-09,Centar - Stari grad ID#53512,03.08.2023,09.08.2023,45,650,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 7,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Stari Grad, Jovanova"
Nk6UepGsHqv,2023-08-09,Zemun - Karadjordjev trg ID#53520,03.08.2023,09.08.2023,41,700,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 41 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 16 Ukupan brој spratova: 17,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Zemun (Centar), Karadjordjev Trg"
Nk0y45Xf4vs,2023-08-09,Centar - Beograd na vodi ID#53526,03.08.2023,09.08.2023,55,1100,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 14 Ukupan brој spratova: 24,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
NkEnWvc4XVx,2023-08-09,Centar - Savski venac ID#52589,03.08.2023,09.08.2023,46,450,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 46 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: Visoko prizemlje Ukupan brој spratova: 3,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Palata pravde, Sarajevska"
NkdaAfHBfQp,2023-08-09,Centar - Zvezdara ID#53546,03.08.2023,09.08.2023,43,650,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 43 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 7,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Cvetkova pijaca, Bulevar Kralja Aleksandra"
NkihKIs_OSf,2023-08-09,Novi Beograd - Blok 30 ID#53553,03.08.2023,09.08.2023,43,700,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 43 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 9 Ukupan brој spratova: 11,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 30 (B92), Bulevar Zorana Djindjica"
NkuF0KfJYlB,2023-08-09,Centar - Zvezdara djeram ID#53567,03.08.2023,09.08.2023,40,800,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 40 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Djeram pijaca, Dimitrija Tucovica"
NkPr2fsaJeN,2023-08-09,Novi Beograd - Blok 45 ID#53011,03.08.2023,08.08.2023,60,500,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 9,could not find,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 45 (TC Enjub), Jurija Gagarina"
Nkb_1_wrnUj,2023-08-09,Novi Beograd - Belville ID#52294,03.08.2023,09.08.2023,61,1000,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 61 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 10 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67 (Belvil), Jurija Gagarina"
Nko9VXaVoag,2023-08-09,Novi Beograd - Blok 45 ID#53610,03.08.2023,09.08.2023,62,500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 62 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 14,could not find,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 45 (TC Enjub), Jurija Gagarina"
NkpTB9ieXrU,2023-08-09,Novi Beograd - Blok 21 ID#53629,03.08.2023,09.08.2023,45,900,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 3,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 21 (10. Gimnazija), Bulevar Zorana Djindjica"
NkH63tB2YL2,2023-08-09,Novi Beograd - Arena blok 22 ID#53634,03.08.2023,09.08.2023,65,650,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 22, Bulevar Zorana Djindjica"
Nk-V0NYOpaO,2023-08-09,Novi Beograd - Blok 63 petica ID#53646,03.08.2023,09.08.2023,45,1000,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 8 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 63, Jurija Gagarina"
NkHfJ9lA5-t,2023-08-09,Novi Beograd - Belville ID#53654,03.08.2023,09.08.2023,62,600,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 62 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67 (Belvil), Jurija Gagarina"
NkWTlZb4IyU,2023-08-09,Zemun - Gornji grad ID#53648,03.08.2023,09.08.2023,55,350,2.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 4,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Zemun (Gornji grad), Alaska"
NkD1tU8Zdhg,2023-08-09,Novi Beograd - A blok ID#53657,03.08.2023,09.08.2023,80,1400,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 80 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67a, Jurija Gagarina"
NkPS94SEewR,2023-08-09,Novi Beograd - Blok 21 ID#53658,03.08.2023,09.08.2023,55,750,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 21 (10. Gimnazija), Bulevar Zorana Djindjica"
NkW42hchUIK,2023-08-09,Novi Beograd - West 65 tower ID#53665,03.08.2023,09.08.2023,62,1500,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 62 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 10 Ukupan brој spratova: 40,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 65, Omladinskih Brigada"
Nk9OHRti82N,2023-08-09,Novi Beograd - Stari merkator ID#1953677,03.08.2023,09.08.2023,43,600,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 43 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 3,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 11c (Stari Merkator)"
Nkjtqx8Q7on,2023-08-09,Novi Beograd - Stari merkator ID#2153709,03.08.2023,09.08.2023,37,550,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 37 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 11c (Stari Merkator), Prve Pruge"
NkvgGhbD0Ww,2023-08-09,Zemun - Hotel jugoslavija ID#53722,03.08.2023,09.08.2023,58,2200,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 58 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 7,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Retenzija, 22. Oktobra"
NkIgIL9HJHR,2023-08-09,Novi Beograd - Stari merkator ID#53709,03.08.2023,09.08.2023,37,550,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 37 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 11c (Stari Merkator), Prve Pruge"
NkA-Ntw8ryc,2023-08-09,Novi Beograd - Blok 22 arena ID#53733,03.08.2023,09.08.2023,65,750,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 3 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 22, Antifasisticke Borbe"
NkEG_l_Qqba,2023-08-09,Novi Beograd - A blok ID#2553743,03.08.2023,09.08.2023,35,750,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 35 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 10,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67a, Jurija Gagarina"
NkuPx_lo3yC,2023-08-09,Novi Beograd - Stari merkator ID#53677,03.08.2023,09.08.2023,43,600,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 43 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 3,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 11c (Stari Merkator)"
Nkb5PwxPI34,2023-08-09,Novi Beograd - Blok 61 novogradnja ID#53753,03.08.2023,09.08.2023,54,600,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 54 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 4,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 61, Dusana Vukasovica"
NkwDalQRDmT,2023-08-09,Novi Beograd - Zepterra ID#53760,03.08.2023,09.08.2023,54,1200,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 54 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 9,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 65, Bulevar Heroja Sa Kosara"
NkU8odwk3uR,2023-08-09,Novi Beograd - Arena blok 28 ID#53762,03.08.2023,09.08.2023,60,550,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 60 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 7 Ukupan brој spratova: 9,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 28 (Potkovica), Bulevar Milutina Milankovica"
NkH0uIawuqB,2023-08-09,Novi Beograd - Dr ivana ribara ID#53768,03.08.2023,09.08.2023,56,450,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 56 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 5 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 61, Dr Ivana Ribara"
Nk8wM6sgzME,2023-08-09,Novi Beograd - Dr ivana ribara ID#53771,03.08.2023,09.08.2023,50,400,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 3 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 61, Dr Ivana Ribara"
NkrimeVq7GT,2023-08-09,Novi Beograd - Sakura park ID#53773,03.08.2023,09.08.2023,57,1400,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 57 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 7 Ukupan brој spratova: 9,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67 (Belvil), Jurija Gagarina"
Nkv5arV8eJj,2023-08-09,Novi Beograd - Blok 62 ID#53772,03.08.2023,09.08.2023,64,500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 64 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 9,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 62, Dusana Vukasovica"
NkiCrrl-DcG,2023-08-09,Novi Beograd - Dr ivana ribara ID#53780,03.08.2023,09.08.2023,55,500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 61, Dr Ivana Ribara"
Nkfj5l6ANGf,2023-08-09,Novi Beograd - Blok 62 ID#53786,03.08.2023,09.08.2023,45,550,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan brој spratova: 6,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 62, Dusana Vukasovica"
NkdU2sduMGM,2023-08-09,Novi Beograd - Ledine ID#2853779,03.08.2023,09.08.2023,45,400,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 45 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan brој spratova: 4,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Ledine"
NkoZGsiE9NM,2023-08-09,Siri centar - Vozdovac ID#2953797,03.08.2023,09.08.2023,54,450,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 54 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1 Ukupan brој spratova: 5,"Provizija: 50% od prve mesecne zakupnine ,","Srbija, Grad Beograd, Beograd, Vozdovac, Vojvode Stepe"
NktxiE13xYr,2023-08-09,Novi Beograd - Novi merkator ID#53781,03.08.2023,08.08.2023,70,500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 70 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 3 Ukupan brој spratova: 9,could not find,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 31 (Merkator), Bulevar Zorana Djindjica"
